coditen_cli,descricao,codbarras,ncm,ex_ncm,natu_tabela,natu_codnature,cst_in,cst_out,aliq_in_pis,aliq_out_pis,aliq_in_cofins,aliq_out_cofins,conferido,cest,cst_in_icms,cst_out_icms,aliq_in_icms,aliq_out_icms,bc_dentro,bc_fora,cson
7891055020081,CONDOR VASSOURA MADRI V200,07891055020081,,00,,,,,,,,,0,,,,,,,,
7891055111604,CONDOR ESCOVA DE MADEIRA,07891055111604,,00,,,,,,,,,0,,,,,,,,
7891055112502,CONDOR RODO BORRACHA SIMPLES ENXUTO 40CM,07891055112502,,00,,,,,,,,,0,,,,,,,,
7891055128602,CONDOR RODO DUPLO EVA 40CM,07891055128602,,00,,,,,,,,,0,,,,,,,,
7891055337318,CONDOR ESCOVA DENTAL PLUS MEDIA,07891055337318,,00,,,,,,,,,0,,,,,,,,
7891065000141,PADO CADEADO LT 20MM,07891065000141,,00,,,,,,,,,0,,,,,,,,
7891065000158,PADO CADEADO LT 25MM,07891065000158,,00,,,,,,,,,0,,,,,,,,
7891065000165,PADO CADEADO LT 30MM,07891065000165,,00,,,,,,,,,0,,,,,,,,
7891079000205,NISSIN MIOJO CARNE 80G,07891079000205,,00,,,,,,,,,0,,,,,,,,
7891079000212,NISSIN MIOJO GALINHA 80G,07891079000212,,00,,,,,,,,,0,,,,,,,,
7891079000229,NISSIN MIOJO GALINHA CAIPIRA 80G,07891079000229,,00,,,,,,,,,0,,,,,,,,
7891079000243,NISSIN MIOJO LEGUMES 80G,07891079000243,,00,,,,,,,,,0,,,,,,,,
7891079000311,NISSIN MIOJO CARNE CTOMATE 80G,07891079000311,,00,,,,,,,,,0,,,,,,,,
7891079000427,NISSIN TALHARIM BOLONHESA 90G,07891079000427,,00,,,,,,,,,0,,,,,,,,
7891079001004,NISSIN MIOJO CARNE T MONICA 80G,07891079001004,,00,,,,,,,,,0,,,,,,,,
7891079001011,NISSIN MIOJO GALINHA T MONICA 80G,07891079001011,,00,,,,,,,,,0,,,,,,,,
7891079001028,NISSIN MIOJO TOMATE T MONICA 80G,07891079001028,,00,,,,,,,,,0,,,,,,,,
7891079011478,NISSIN MIOJO HOT MEXICANO 85G,07891079011478,,00,,,,,,,,,0,,,,,,,,
7891079011485,NISSIN MIOJO HOT CALABRESA 80G,07891079011485,,00,,,,,,,,,0,,,,,,,,
7891079011775,NISSIN MIOJO PICANHA 80G.,07891079011775,,00,,,,,,,,,0,,,,,,,,
7891079011997,NISSIN TALHARIM FRANGO 109G,07891079011997,,00,,,,,,,,,0,,,,,,,,
7891079012789,NISSIN MIOJO CALDINHO DE FEIJAO 80G,07891079012789,,00,,,,,,,,,0,,,,,,,,
7891079012840,CUP NOODLES FRUTOS DO MAR 67G,07891079012840,,00,,,,,,,,,0,,,,,,,,
7891079012963,NISSIN MIOJO COSTELA 85G,07891079012963,,00,,,,,,,,,0,,,,,,,,
7891079012970,NISSIN MIOJO FRANGO CALHO 85G,07891079012970,,00,,,,,,,,,0,,,,,,,,
7891079013038,CUP NOODLES GALINHA CAIPIRA 69G,07891079013038,,00,,,,,,,,,0,,,,,,,,
7891079013052,CUP NOODLES CARNE DEFUMADA 72G,07891079013052,,00,,,,,,,,,0,,,,,,,,
7891079013069,CUP NOODLES GALINHA PICANTE 68G,07891079013069,,00,,,,,,,,,0,,,,,,,,
7891079013083,CUP NOODLES COST C/M CHURRASCO 68G,07891079013083,,00,,,,,,,,,0,,,,,,,,
7891079013090,CUP NOODLES LEGUMES 67G,07891079013090,,00,,,,,,,,,0,,,,,,,,
7891079013212,NISSIN MIOJO CREMOSO ESTROGONOFE FRANGO 80G,07891079013212,,00,,,,,,,,,0,,,,,,,,
7891079013458,NISSIN MIOJO CAMARAO C/ALHO 80G.,07891079013458,,00,,,,,,,,,0,,,,,,,,
7891080000119,TRIGO SOL 1KG,07891080000119,,00,,,,,,,,,0,,,,,,,,
7891080149443,SALSARETTI MOLHO BARBECUE 380G,07891080149443,,00,,,,,,,,,0,,,,,,,,
7891080154607,SALADA MAIONESE PET 500G,07891080154607,,00,,,,,,,,,0,,,,,,,,
7891089056940,MASTROIANI COGUMELO SECO 30G,07891089056940,,00,,,,,,,,,0,,,,,,,,
7891089062293,LA VIOLETERA AMEIXA SECA CCAROCO 100G,07891089062293,,00,,,,,,,,,0,,,,,,,,
7891089062736,LA VIOLETERA AMEIXA SECA SCAROCO 100G,07891089062736,,00,,,,,,,,,0,,,,,,,,
7891089062767,LA VIOLETERA UVA PASSA 100G,07891089062767,,00,,,,,,,,,0,,,,,,,,
7891089064884,LA PREFERIDA COCO RALADO 100G,07891089064884,,00,,,,,,,,,0,,,,,,,,
7891097000010,BATAVO BEBIDA LACTEA VITAMINA 900ML,07891097000010,,00,,,,,,,,,0,,,,,,,,
7891097000195,BATAVO IOGURTE LARANJA CENOURA MEL 170G,07891097000195,,00,,,,,,,,,0,,,,,,,,
7891097000201,BATAVO IOGURTE AMEIXA 170G,07891097000201,,00,,,,,,,,,0,,,,,,,,
7891097000256,BATAVO GREGO MORANGO 100G,07891097000256,,00,,,,,,,,,0,,,,,,,,
7891097000263,BATAVO GREGO PESSEGO 100G,07891097000263,,00,,,,,,,,,0,,,,,,,,
7891097000270,BATAVO GREGO TRADICIONAL 100G,07891097000270,,00,,,,,,,,,0,,,,,,,,
7891097000287,BATAVO GREGO MEL 100G,07891097000287,,00,,,,,,,,,0,,,,,,,,
7891097000607,BATAVO IOGURTE PEDACOS MORANGO 100G,07891097000607,,00,,,,,,,,,0,,,,,,,,
7891097000614,BATAVO IOGURTE PEDACOS PESSEGO 100G,07891097000614,,00,,,,,,,,,0,,,,,,,,
7891097000621,BATAVO IOGURTE PEDACOS COCO 100G,07891097000621,,00,,,,,,,,,0,,,,,,,,
7891097000638,BATAVO IOGURTE PEDACOS ABACAXI 100G,07891097000638,,00,,,,,,,,,0,,,,,,,,
7891097000720,BATAVO GREGO PENSE ZERO 100G,07891097000720,,00,,,,,,,,,0,,,,,,,,
7891097000775,BATAVO IOGURTE PEDACOS PENSE ZERO MORANGO 100G,07891097000775,,00,,,,,,,,,0,,,,,,,,
7891097000829,BATAVO NUV BATAVO FRUTAS VERMELHAS 100G,07891097000829,,00,,,,,,,,,0,,,,,,,,
7891097000836,BATAVO NUV BATAVO GOIABA 100G,07891097000836,,00,,,,,,,,,0,,,,,,,,
7891097000843,BATAVO NUV CREME QUEIJO PESSEGO/DAMASCO 100G,07891097000843,,00,,,,,,,,,0,,,,,,,,
7891097000850,BATAVO NUV CREME QUEIJO TRAD. 100G,07891097000850,,00,,,,,,,,,0,,,,,,,,
7891097001598,BATAVO LEITE FER 850G,07891097001598,,00,,,,,,,,,0,,,,,,,,
7891097010200,BATAVO IOGURTE NATURAL 170G,07891097010200,,00,,,,,,,,,0,,,,,,,,
7891097013003,BATAVO CHOCOMILK GARRAFA 200ML,07891097013003,,00,,,,,,,,,0,,,,,,,,
7891097019050,BATAVO PENSE LIGHT MAMAO 170ML,07891097019050,,00,,,,,,,,,0,,,,,,,,
7891097090004,BATAVO REQUEIJAO 200G,07891097090004,,00,,,,,,,,,0,,,,,,,,
7891097090011,BATAVO REQUEIJAO LIGHT 200G,07891097090011,,00,,,,,,,,,0,,,,,,,,
7891097101861,BATAVO BEBIDA LAC. MORANGO E PESSEGO 540G,07891097101861,,00,,,,,,,,,0,,,,,,,,
7891098038456,MATTE LEAO 250G,07891098038456,,00,,,,,,,,,0,,,,,,,,
7891098040565,"COCA CHA MATE LEAO NATURAL 1,5L",07891098040565,,00,,,,,,,,,0,,,,,,,,
7891098040671,MATTE LEAO CHA ORIGINAL 300ML,07891098040671,,00,,,,,,,,,0,,,,,,,,
7891098040831,LEAO ICE TEA CHA PRETO C/ LIMAO 300ML,07891098040831,,00,,,,,,,,,0,,,,,,,,
7891098040886,LEAO ICE TEA CHA SABOR PESSEGO300ML,07891098040886,,00,,,,,,,,,0,,,,,,,,
7891107111910,SALADA OLEO GIRASSOL 900ML,07891107111910,,00,,,,,,,,,0,,,,,,,,
7891107111934,SALADA OLEO MILHO 900ML,07891107111934,,00,,,,,,,,,0,,,,,,,,
7891109262030,HAVAIANAS BRASIL AMARELO CITRICO 39/40,07891109262030,,00,,,,,,,,,0,,,,,,,,
7891109262047,HAVAIANAS BRASIL AMARELO CITRICO 41/42,07891109262047,,00,,,,,,,,,0,,,,,,,,
7891109603963,HAVAIANAS COLOR PRETO 29 30,07891109603963,,00,,,,,,,,,0,,,,,,,,
7891109603970,HAVAIANAS COLOR PRETO 29/30,07891109603970,,00,,,,,,,,,0,,,,,,,,
7891109604014,HAVAIANAS COLOR PRETO. 39/40,07891109604014,,00,,,,,,,,,0,,,,,,,,
7891109604021,HAVAIANAS COLOR PRETO. 41/42,07891109604021,,00,,,,,,,,,0,,,,,,,,
7891109604038,HAVAIANAS COLOR PRETO 43/44,07891109604038,,00,,,,,,,,,0,,,,,,,,
7891109789612,HAVAIANAS COLOR CAFE 3940,07891109789612,,00,,,,,,,,,0,,,,,,,,
7891109789629,HAVAIANAS COLOR CAFE 4142,07891109789629,,00,,,,,,,,,0,,,,,,,,
7891109789780,HAVAIANAS COLOR AZUL NAVAL 29/30,07891109789780,,00,,,,,,,,,0,,,,,,,,
7891109789797,HAVAIANAS COLOR AZUL NAVAL 3132,07891109789797,,00,,,,,,,,,0,,,,,,,,
7891109789803,HAVAIANAS COLOR AZUL NAVAL 3334,07891109789803,,00,,,,,,,,,0,,,,,,,,
7891109789810,HAVAIANAS COLOR AZUL NAVAL 3536,07891109789810,,00,,,,,,,,,0,,,,,,,,
7891109789827,HAVAIANAS COLOR AZUL NAVAL 37/38,07891109789827,,00,,,,,,,,,0,,,,,,,,
7891109789834,HAVAIANAS COLOR AZUL NAVAL 39/40,07891109789834,,00,,,,,,,,,0,,,,,,,,
7891122116068,QUALIMAX REFR LARANJA E ACEROLA 300G,07891122116068,,00,,,,,,,,,0,,,,,,,,
7891132001101,SAZON TEMP SABOR DO NORDESTE 60G,07891132001101,,00,,,,,,,,,0,,,,,,,,
7891132006366,"SAZON CALDO DE GALINHA C5 37,5G",07891132006366,,00,,,,,,,,,0,,,,,,,,
7891132006397,"SAZON CALDO COSTELA 37,5G",07891132006397,,00,,,,,,,,,0,,,,,,,,
7891132006410,"SAZON CALDO DE BACON C T.CEBOLA 37,5G",07891132006410,,00,,,,,,,,,0,,,,,,,,
7891132008391,SATIS MOLHO SHOYU INTENSO 150ML,07891132008391,,00,,,,,,,,,0,,,,,,,,
7891132008421,SATIS MOLHO SHOYU SUAVE 150ML,07891132008421,,00,,,,,,,,,0,,,,,,,,
7891132008698,SAZON TEMP TOQUE DE ALHO 60G,07891132008698,,00,,,,,,,,,0,,,,,,,,
7891132008919,SATIS MOLHO SHOYU 870ML,07891132008919,,00,,,,,,,,,0,,,,,,,,
7891132009084,TERRANO AZEITE EXTRA VIRGEM 250ML,07891132009084,,00,,,,,,,,,0,,,,,,,,
7891132009091,TERRANO AZEITE EXTRA VIRGEM 500ML,07891132009091,,00,,,,,,,,,0,,,,,,,,
7891132009626,VONO CHEF CREME DE CEBOLA 58G,07891132009626,,00,,,,,,,,,0,,,,,,,,
7891132009640,AJINOMOTO VONO SOPA DE CEBOLA 58G,07891132009640,,00,,,,,,,,,0,,,,,,,,
7891132010011,"SAZON CALDO DE CAMARAO 37,5G",07891132010011,,00,,,,,,,,,0,,,,,,,,
7891132019021,SABOR AMI TEMP ALHO E SAL 300G,07891132019021,,00,,,,,,,,,0,,,,,,,,
7891132019069,SABOR AMI TEMP S PIMENTA 1KG,07891132019069,,00,,,,,,,,,0,,,,,,,,
7891132019076,SABOR AMI TEMP COMPLETO C PIMENTA 1KG,07891132019076,,00,,,,,,,,,0,,,,,,,,
7891132019281,SAZON TEMP VERMELHO 60G,07891132019281,,00,,,,,,,,,0,,,,,,,,
7891132019403,SAZON TEMP AMARELO 60G,07891132019403,,00,,,,,,,,,0,,,,,,,,
7891132019724,SAZON TEMP MARROM 60G,07891132019724,,00,,,,,,,,,0,,,,,,,,
7891132080021,AJINOMOTO AJI SAL P CHURRASCO 1KG,07891132080021,,00,,,,,,,,,0,,,,,,,,
7891132080038,AJINOMOTO AJI SAL P CHURRASCO 500G,07891132080038,,00,,,,,,,,,0,,,,,,,,
7891134001819,SENADOR SAB CLASSIC 130G,07891134001819,,00,,,,,,,,,0,,,,,,,,
7891134001826,SENADOR SAB SPORT 130G,07891134001826,,00,,,,,,,,,0,,,,,,,,
7891134006272,SENADOR SAB COUNTRY 130G,07891134006272,,00,,,,,,,,,0,,,,,,,,
7891141004469,SANGUE DE BOI VINHO TINTO SUAVE 750ML,07891141004469,,00,,,,,,,,,0,,,,,,,,
7891141019838,AURORA SUCO DE UVA TINTO INTEGRAL 1.5L,07891141019838,,00,,,,,,,,,0,,,,,,,,
7891141025570,AURORA SUCO DE UVA BRANCO INTEGRAL 1L,07891141025570,,00,,,,,,,,,0,,,,,,,,
7891143013179,POLENGHI REQUEIJAO PRATO 200G,07891143013179,,00,,,,,,,,,0,,,,,,,,
7891143013186,POLENGHI REQUEIJAO CHEDDAR 200G,07891143013186,,00,,,,,,,,,0,,,,,,,,
7891143013193,POLENGHI REQUEIJAO TRAD CREMOSO 200G,07891143013193,,00,,,,,,,,,0,,,,,,,,
7891143017436,POLENGUINHO ORIGINAL 68G,07891143017436,,00,,,,,,,,,0,,,,,,,,
7891149040308,BRAHMA CERV. L.NECK MALZEBIER 355ML,07891149040308,,00,,,,,,,,,0,,,,,,,,
7891149103102,SKOL LATA 269ML,07891149103102,,00,,,,,,,,,0,,,,,,,,
7891149103270,BRAHMA CERV LATA 269ML,07891149103270,,00,,,,,,,,,0,,,,,,,,
7891149104932,BRAHMA CHOPP ZERO CERV. LATA 350ML,07891149104932,,00,,,,,,,,,0,,,,,,,,
7891149104956,BRAHMA CHOPP ZERO L.NECK 355ML,07891149104956,,00,,,,,,,,,0,,,,,,,,
7891149105366,SKOL CERV. LATA 350ML,07891149105366,,00,,,,,,,,,0,,,,,,,,
7891149105588,SKOL BEATS SENSES LONG NECK 313ML,07891149105588,,00,,,,,,,,,0,,,,,,,,
7891149210305,CARACU CERVEJA L. NECK 355ML,07891149210305,,00,,,,,,,,,0,,,,,,,,
7891149440801,SUKITA LARANJA 2L,07891149440801,,00,,,,,,,,,0,,,,,,,,
7891150000971,COMFORT AMAC.CONCENTRADO ORIGINAL 500ML,07891150000971,,00,,,,,,,,,0,,,,,,,,
7891150001077,CLEAR SH ANTICASPA QUEDA CONTROL 200ML,07891150001077,,00,,,,,,,,,0,,,,,,,,
7891150001596,FOFO AMACIANTE CONC. TRADICIONAL 500ML,07891150001596,,00,,,,,,,,,0,,,,,,,,
7891150001961,ADES SOJA ORIGINAL 1L,07891150001961,,00,,,,,,,,,0,,,,,,,,
7891150007406,CLEAR SH ANTICASPA COOL MENTHOL 200ML,07891150007406,,00,,,,,,,,,0,,,,,,,,
7891150008151,CLEAR SH ANTICASPA HID.INTENSA 200ML,07891150008151,,00,,,,,,,,,0,,,,,,,,
7891150008816,DOVE COND RECONSTRUCAO COMPLETA 200ML,07891150008816,,00,,,,,,,,,0,,,,,,,,
7891150012363,KNORR CALDO DE CARNE 114G,07891150012363,,00,,,,,,,,,0,,,,,,,,
7891150012370,KNORR CALDO DE CARNE 19G,07891150012370,,00,,,,,,,,,0,,,,,,,,
7891150014107,CLEAR SH CONT COCEIRA 200ML,07891150014107,,00,,,,,,,,,0,,,,,,,,
7891150017375,DOVE COND OLEO NUTRICAO 200ML,07891150017375,,00,,,,,,,,,0,,,,,,,,
7891150018877,TRESEMME SH RECONST. E FORCA 400ML,07891150018877,,00,,,,,,,,,0,,,,,,,,
7891150019508,CLEAR SH ANTICASPA LIMP.PROFUNDA 200ML,07891150019508,,00,,,,,,,,,0,,,,,,,,
7891150022010,CIF CREMOSO MULTIUSO ORIG. LIMP PROFUNDA 250ML,07891150022010,,00,,,,,,,,,0,,,,,,,,
7891150024779,REXONA SABONETE ACQUA FRESH 84G,07891150024779,,00,,,,,,,,,0,,,,,,,,
7891150024816,REXONA SABONETE ALOE FRESH 84G,07891150024816,,00,,,,,,,,,0,,,,,,,,
7891150025332,CIF DESENGORDURANTE PULVERIZADOR 500ML,07891150025332,,00,,,,,,,,,0,,,,,,,,
7891150025349,CIF ULTRA RAPIDO DESENGORDURANTE REFIL 500ML,07891150025349,,00,,,,,,,,,0,,,,,,,,
7891150025998,DOVE SABONETE HIDRATACAO BABY 75G,07891150025998,,00,,,,,,,,,0,,,,,,,,
7891150026025,DOVE SABONETE BABY 75G,07891150026025,,00,,,,,,,,,0,,,,,,,,
7891150027800,HELLMANNS MAIONESE 335G,07891150027800,,00,,,,,,,,,0,,,,,,,,
7891150027848,HELLMANNS KETCHUP TRADICIONAL 380G,07891150027848,,00,,,,,,,,,0,,,,,,,,
7891150027855,HELLMANNS KETCHUP 178G,07891150027855,,00,,,,,,,,,0,,,,,,,,
7891150030343,ARISCO CREME DE CEBOLA 61G,07891150030343,,00,,,,,,,,,0,,,,,,,,
7891150030596,KNORR CREME DE CEBOLA 60G,07891150030596,,00,,,,,,,,,0,,,,,,,,
7891150032866,OMO TIRA MANCHAS ROUPAS BRANCAS 420G,07891150032866,,00,,,,,,,,,0,,,,,,,,
7891150034952,REXONA SABONETE ANTIBACTERIANO FRESH 84G,07891150034952,,00,,,,,,,,,0,,,,,,,,
7891150035881,DOVE SAB. LIQUIDO BABY HIDRAT. SENSIVEL REFIL 180ML,07891150035881,,00,,,,,,,,,0,,,,,,,,
7891150037328,SEDA COND LISO PERFEITO 325ML,07891150037328,,00,,,,,,,,,0,,,,,,,,
7891150037342,SEDA COND PRETOS LUMINOSOS 325ML,07891150037342,,00,,,,,,,,,0,,,,,,,,
7891150037397,SEDA SH SOS CERAMIDAS 325ML,07891150037397,,00,,,,,,,,,0,,,,,,,,
7891150037434,SEDA SH CRESCIMENTO SAUDAVEL 325ML,07891150037434,,00,,,,,,,,,0,,,,,,,,
7891150037458,SEDA SH ANTICASPA HIDRATACAO 325ML,07891150037458,,00,,,,,,,,,0,,,,,,,,
7891150037465,SEDA COND CACHOS DEFINIDOS 325ML,07891150037465,,00,,,,,,,,,0,,,,,,,,
7891150037502,SEDA SH LISO EXTREMO 325ML,07891150037502,,00,,,,,,,,,0,,,,,,,,
7891150037519,SEDA SH LISO PERFEITO 325ML,07891150037519,,00,,,,,,,,,0,,,,,,,,
7891150037526,SEDA SH COCRIACOES 325ML,07891150037526,,00,,,,,,,,,0,,,,,,,,
7891150037540,SEDA SH OLEO HIDRATACAO 325ML,07891150037540,,00,,,,,,,,,0,,,,,,,,
7891150037564,SEDA SH PUREZA REFRESCANTE 325ML,07891150037564,,00,,,,,,,,,0,,,,,,,,
7891150037595,SEDA SH CACHOS DEFINIDOS 325ML,07891150037595,,00,,,,,,,,,0,,,,,,,,
7891150037601,SEDA SH HIDRATACAO ANTINOS 325ML,07891150037601,,00,,,,,,,,,0,,,,,,,,
7891150039001,COMFORT AMAC.CONC PURO CUIDADO 500ML,07891150039001,,00,,,,,,,,,0,,,,,,,,
7891150039209,ADES MORANGO 1LT,07891150039209,,00,,,,,,,,,0,,,,,,,,
7891150041424,OMO TIRA MANCHAS REFIL 450ML,07891150041424,,00,,,,,,,,,0,,,,,,,,
7891150045460,COMFORT AMAC.CONC GLAMOUR 500ML,07891150045460,,00,,,,,,,,,0,,,,,,,,
7891150049895,CLOSE UP TRIPLE MENTA 70G,07891150049895,,00,,,,,,,,,0,,,,,,,,
7891150053717,REXONA DES REFIL ANTIBAC FRESH 200ML,07891150053717,,00,,,,,,,,,0,,,,,,,,
7891150053731,REXONA RF ACTIVE 200ML,07891150053731,,00,,,,,,,,,0,,,,,,,,
7891150054493,SEDA CR PENTEAR BOOM DEFINICAO 295ML,07891150054493,,00,,,,,,,,,0,,,,,,,,
7891150054608,COMFORT INTENSE AMAC. CAMA E BANHO 500ML,07891150054608,,00,,,,,,,,,0,,,,,,,,
7891150055605,REXONA AER MEN TORC FANATICO 48H 150ML,07891150055605,,00,,,,,,,,,0,,,,,,,,
7891150055780,CLOSEUP CR DENT ANTI CARIES MENTA 70G,07891150055780,,00,,,,,,,,,0,,,,,,,,
7891150056572,SEDA SH BOMBA ARGAN 325ML,07891150056572,,00,,,,,,,,,0,,,,,,,,
7891150056589,SEDA COND BOMBA ARGAN 325ML,07891150056589,,00,,,,,,,,,0,,,,,,,,
7891150056916,HELLMANNS MAIONESE SACHE 400G,07891150056916,,00,,,,,,,,,0,,,,,,,,
7891150057296,OMO TIRA MANCHAS EXTRA PODER S/ CLORO 750ML,07891150057296,,00,,,,,,,,,0,,,,,,,,
7891150057470,DOVE SAB ANTI-STRESS MICELAR 90G,07891150057470,,00,,,,,,,,,0,,,,,,,,
7891150059849,LUX BOTANICALS SAB BUQUE DE JASMIM 85G,07891150059849,,00,,,,,,,,,0,,,,,,,,
7891150059924,LUX BOTANICALS SAB FLOR DE LOTUS 85G,07891150059924,,00,,,,,,,,,0,,,,,,,,
7891150060241,LUX SABONETE LIQ. BUQUE DE JASMIM REF. 200ML,07891150060241,,00,,,,,,,,,0,,,,,,,,
7891150060272,LUX SAB FLOR DE VERBENA 125G,07891150060272,,00,,,,,,,,,0,,,,,,,,
7891150060296,LUX SAB ROSAS FRANCESAS 125G,07891150060296,,00,,,,,,,,,0,,,,,,,,
7891150060302,LUX SAB LIRIO AZUL 125G,07891150060302,,00,,,,,,,,,0,,,,,,,,
7891150060722,SEDA COND BOMBA OLEOS 325ML,07891150060722,,00,,,,,,,,,0,,,,,,,,
7891150062108,OMO TIRA MANCHAS EXTRA PODODER SC 380G,07891150062108,,00,,,,,,,,,0,,,,,,,,
7891150064324,OMO SABAO PO LAV PERFEITA GTS100G 800G,07891150064324,,00,,,,,,,,,0,,,,,,,,
7891150064348,OMO LAVAGEM PERFEITA LV2KG PG1.6KG,07891150064348,,00,,,,,,,,,0,,,,,,,,
7891150067219,OMO LAVA ROUPA LIQ. FINAS E DELICADAS COCO 450ML,07891150067219,,00,,,,,,,,,0,,,,,,,,
7891152301052,RICHESTER BISC CREAM CRACKER MANT 400G,07891152301052,,00,,,,,,,,,0,,,,,,,,
7891156010011,YAKULT TAFF MAN 110ML,07891156010011,,00,,,,,,,,,0,,,,,,,,
7891172421174,NEVE PAPEL HIG C 4 NEUTRO,07891172421174,,00,,,,,,,,,0,,,,,,,,
7891172422607,NEVE PAPEL HIG 20M C 4 SUPREME,07891172422607,,00,,,,,,,,,0,,,,,,,,
7891176111040,NEUTROX 1 CREME SENXAGUE 100ML,07891176111040,,00,,,,,,,,,0,,,,,,,,
7891176113044,KOLENE COND ORIGINAL 300G,07891176113044,,00,,,,,,,,,0,,,,,,,,
7891176117622,NEUTROX CONDICIONADOR CLASSICO 200ML,07891176117622,,00,,,,,,,,,0,,,,,,,,
7891200007899,DUREPOXI 100G,07891200007899,,00,,,,,,,,,0,,,,,,,,
7891200007929,DUREPOXI 50G,07891200007929,,00,,,,,,,,,0,,,,,,,,
7891224426126,HAVAIANAS COLOR ROSA HOLLYWOOD 35/36,07891224426126,,00,,,,,,,,,0,,,,,,,,
7891242151529,PINHO TROP LAVANDA 500ML,07891242151529,,00,,,,,,,,,0,,,,,,,,
7891242211186,UAU MULTIUSO ACAO CLAREADORA 500ML,07891242211186,,00,,,,,,,,,0,,,,,,,,
7891242211308,UAU MULTIUSO ELIM. ODORES 500ML,07891242211308,,00,,,,,,,,,0,,,,,,,,
7891242211537,UAU MULTIUSO LIMAO 500ML,07891242211537,,00,,,,,,,,,0,,,,,,,,
7891242211599,UAU MULTIUSO FOLHAS VERDES 500ML,07891242211599,,00,,,,,,,,,0,,,,,,,,
7891242224025,UAU MULTIUSO PERFUMES 500ML,07891242224025,,00,,,,,,,,,0,,,,,,,,
7891242420540,UAU AMACIANTE CONC LAVANDA 500ML,07891242420540,,00,,,,,,,,,0,,,,,,,,
7891242451551,UAU MULTIUSO FLORES E FOLHAS 500ML,07891242451551,,00,,,,,,,,,0,,,,,,,,
7891242457041,UAU PERFUMES LAVANDA E CONFORTO 500ML,07891242457041,,00,,,,,,,,,0,,,,,,,,
7891242457614,UAU PERFUMES REQUINTE 500ML,07891242457614,,00,,,,,,,,,0,,,,,,,,
7891300908683,SALSARETTI MOLHO BOLONHESA 340G,07891300908683,,00,,,,,,,,,0,,,,,,,,
7891340303233,LOOK CANUDINHO RECHEADO CHOCOLATE 55G,07891340303233,,00,,,,,,,,,0,,,,,,,,
7891340303615,LOOK CANUDINHO RECHEADO ATREVIDOS 55G,07891340303615,,00,,,,,,,,,0,,,,,,,,
7891340303714,LOOK CANUDINHO RECHEADO F.NEGRA 55G,07891340303714,,00,,,,,,,,,0,,,,,,,,
7891515008307,PERDIGAO LINGUICA TOSCANA NA BRASA 1KG,07891515008307,,00,,,,,,,,,0,,,,,,,,
7891515431587,SADIA MORTADELA DEFUMADA FATIADA 200G,07891515431587,,00,,,,,,,,,0,,,,,,,,
7891515432652,SADIA PRESUNTO COZIDO FATIADO 200G,07891515432652,,00,,,,,,,,,0,,,,,,,,
7891515433628,PERDIGAO PRESUNTO COZIDO FATIADO 200G,07891515433628,,00,,,,,,,,,0,,,,,,,,
7891515434311,PERDIGAO MORT. OURO FAT. 200G,07891515434311,,00,,,,,,,,,0,,,,,,,,
7891515474126,PERDIGAO STEAK FRANGO 100G.,07891515474126,,00,,,,,,,,,0,,,,,,,,
7891515474737,SADIA STEAK DE FRANGO 100G.,07891515474737,,00,,,,,,,,,0,,,,,,,,
7891515475642,SADIA LASANHA FRANGO AO MOLHO SUGO 600G,07891515475642,,00,,,,,,,,,0,,,,,,,,
7891515476212,SADIA LASANHA PEITO DE PERU 600G,07891515476212,,00,,,,,,,,,0,,,,,,,,
7891515479541,SADIA SALAMITOS LEMONASTICO 36G,07891515479541,,00,,,,,,,,,0,,,,,,,,
7891515485139,PERDIGAO LINGUICA C QUEIJO COALHO 600G,07891515485139,,00,,,,,,,,,0,,,,,,,,
7891515485528,PERDIGAO MINI CHICKEN TRADICIONAL 275G,07891515485528,,00,,,,,,,,,0,,,,,,,,
7891515486372,PERDIGAO COXINHA DA ASA NA BRASA 800G,07891515486372,,00,,,,,,,,,0,,,,,,,,
7891515486389,SADIA SOBRECOXA MOLHO CHIMICHURRI 800G,07891515486389,,00,,,,,,,,,0,,,,,,,,
7891515487416,PERDIGAO CORACAO TEMP MOLHO SHOYU 800G,07891515487416,,00,,,,,,,,,0,,,,,,,,
7891515490218,PERDIGAO SALAME FATIADO 100G,07891515490218,,00,,,,,,,,,0,,,,,,,,
7891515517779,PERDIGAO EMPANADO DE FRANGO TIRINHAS 300G,07891515517779,,00,,,,,,,,,0,,,,,,,,
7891515520632,QUALY MARG. VITA C/SAL 500G,07891515520632,,00,,,,,,,,,0,,,,,,,,
7891515520656,QUALY MARG. VITA S/SAL 500G,07891515520656,,00,,,,,,,,,0,,,,,,,,
7891515531676,SADIA PEPPERONI FATIADO 100G,07891515531676,,00,,,,,,,,,0,,,,,,,,
7891515535179,SADIA MACN CHEESE CHEDDAR E CALABRESA 350G,07891515535179,,00,,,,,,,,,0,,,,,,,,
7891515742065,PERDIGAO SALSICHA VIENA PCT 500G,07891515742065,,00,,,,,,,,,0,,,,,,,,
7891515901059,CLAYBOM MARGARINA 500G,07891515901059,,00,,,,,,,,,0,,,,,,,,
7891515925307,BATAVO IOGURTE NATURAL DESN. 170G,07891515925307,,00,,,,,,,,,0,,,,,,,,
7891515925321,BATAVO IOGURTE NATURAL MEL 170G,07891515925321,,00,,,,,,,,,0,,,,,,,,
7891515951030,PERDIGAO BATATA PALITO 400G,07891515951030,,00,,,,,,,,,0,,,,,,,,
